userName,content,score,at,appVersion
STRAIGHT FAKE,Tolong lah jaringan tolong perbaiki kayak kartu merah banyak yang kecewa akhir2 ini karena musim hujan dan berdampak besar pada pengguna im3 kenapa dari dulu selalu bisa di gunakan saat tengah malam terus kasihan adik adik yang bergadang demi nunggu sinyal bagus Saya selalu merasakan lelet saat penting itu sangat mengecewakan,1,2024-02-01 13:36:35,
Khaerul Nenjih,bagus,5,2024-02-01 13:35:51,82.0.5
Rasya malika Putra andoyo,Karna saya topup di sini ga masuk dm nya,1,2024-02-01 13:32:58,82.0.3
M.Reihan alfarizih,"Utk harga okelah terjangkau di banding yg lain, tp kualitas sinyal yah jelek banget, btw gw daerah Kab. Lebong, Bengkulu... Sinyal nya gak stabil mau cuaca cerah, hujan, mendung sama aja, minimal sinyal nya di stabilkan lah bukan nya di biarin berhari-hari kek gitu aja, sialan emng",2,2024-02-01 13:30:21,
Ahmad Hamdani,Bolehlah lumayan😁,5,2024-02-01 13:27:53,82.0.2
Ismett Syaputra2,"Jaringan nya ko makin kacau ya, tiap hujn pasti gangguan.",2,2024-02-01 13:27:40,
Dhani Rizqian,"Sangat tidak puas karena sinyal kadang hilang dan ngelag, bayar mahal² malah ngeleg😡",1,2024-02-01 13:25:42,82.0.5
195_Aulia Rahima,Aplikasinya bagus,1,2024-02-01 13:22:58,82.0.5
Uti Sri,Llll online?,2,2024-02-01 13:22:58,82.0.5
Abng Aja,baik,4,2024-02-01 13:21:27,82.0.3
Julian 92,"Indosat udah hampir 1minngu ini tiap malam eror terus jaringan, sangat"" mengecewakan...",1,2024-02-01 13:18:47,
Wizam Geming,"Mohon di perbaiki untuk jaringan di wilayah pedesaan, karena sering hilang koneksi padahal jaringan full, kuota masih banyak 100GB lebih tapi dari tadi sore sampai jam 8 ini gagal koneksi terus",1,2024-02-01 13:14:03,
Kamsir Dg Lewa,kota gratiss 5 gb,5,2024-02-01 13:13:11,82.0.4
Yazid Habibi,Beli kuota 7 GB masuk nya cuman 5 GB rugi donk🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️,1,2024-02-01 13:10:54,82.0.5
Enjang Nugraha,"Kuota mahal gampang habisnya, hujan dikit sinyal hilang, makin kesini makin jelek katanya ada perbaikan kualitas layanan, gak nonton video gak download kuota kok hbs sendiri aneh dasar, selamat tinggal Indosat ak gak mau pake kmu lagi, terimakasih",1,2024-02-01 13:10:08,82.0.4
Arifin Arie,puas,4,2024-02-01 13:09:54,81.16.0
Dali Sanjaya,Saya kasih bintang 4 karena sering terus gangguan terima kasih,4,2024-02-01 13:05:52,82.0.5
Indah Yusrani,di aplikasi ini murah banget,5,2024-02-01 13:03:52,81.16.0
Dariz Nino,"Parah Banget.. Saya mau beli kuota trus melakukan pembayaran lewat aplk e-wallet selalu gk bisa diproses / gagal, gimana si nih min..!",3,2024-02-01 13:00:38,82.0.2
kuwatno 0885,Bagus,3,2024-02-01 12:59:47,82.0.5
Nabil GG,"Sedot pulsa tanpa sebab, anda tidak berhak mngambil pulsa dari konsumen, anda mengambil uang haram, uang anak piatu, semoga anda mendapatkan balasannya dalam waktu dekat, maupun di akhirat",1,2024-02-01 12:54:59,82.0.3
Zam,Kuota masih banyak tapi tidak bisa dipakai..komplen pun selalu dijawab robot🤦‍♂️🤦‍♂️🤦‍♂️,1,2024-02-01 12:52:59,81.15.0
Irna,ok,4,2024-02-01 12:46:20,82.0.5
Wildan Miftahur Rohman,"ya, berguna juga buat menginfakan harta tapi, saat didalam kubur bukan harta yang dibawa melainkan amalan perbuatan kita selama masih ada di kehidupan duniawi dan sampai diakhirat kelak",5,2024-02-01 12:45:36,82.0.5
sifa Siti Latifah,Top up games pulsa ke potong di riwayat gak ada DM ny gak masuk pula hemmm,1,2024-02-01 12:45:28,82.0.3
GGrid WTson,"Saya sudah menggunakan indosat dari tahun 2018, tapi tahun ini yang mengecewakan, dimana habis hujan atau gremicik hujan aja langsung lemot, udah kaya 3. Oh iya,kan Lagi kerjasama ama 3 jadi ya. 🫠 Lemotnya udah kaya 3 kalau hujan. Ckckckck, Sungguh downgrade.",1,2024-02-01 12:45:24,82.0.5
Atalik Wetasis,"Padahal udah di jakarta pusat, pusat loh ini bukan pinggiran.Tapi, sinyal susah amat",1,2024-02-01 12:44:36,81.14.2
Iin Rahmansyah,Baru isi pulsa kesedot tinggal 2000 kan nyesek kata nya pemakaian hemat ternyata boros,1,2024-02-01 12:44:33,82.0.5
hendri,sy sangat menyukai apk ini,5,2024-02-01 12:43:43,81.10.1
Lutpi Kancil,Lumayan lah,4,2024-02-01 12:41:55,
Irvan Z,Susah bener beli paket lewat aplikasi.,1,2024-02-01 12:41:43,82.0.2
Dopidarlesta Dopidarlesta,Jaringan asuuu,1,2024-02-01 12:39:40,82.0.3
Zanita Atmarini,"masa tenggang terlalu cepat,,,dan paket datanya mahal",3,2024-02-01 12:39:30,82.0.5
Arum werdining Tias,"kenapa akhir akhir ini ga pernah beres sinyalnya, kecewa si padahal udah lama pake m3 paketan juga jadi mahal mahal",2,2024-02-01 12:38:26,82.0.5
Wildan Kusumah,Jaringan ga jelas setiap hari ngeleg trus gangguan trus gimana cari solusi nya ..,1,2024-02-01 12:38:17,82.0.5
ELAFIANI Fiani,Sy suka sekali,5,2024-02-01 12:38:06,82.0.5
awan cerah,Nice,5,2024-02-01 12:36:17,82.0.5
Sahrudin Udin,Tolong di perbaiki jaringan internet IM3 Indosat tiap hari gangguan,5,2024-02-01 12:36:15,82.0.5
Pian Alfian kasehung (Pin),kadang jaringan tidak sesuai atau pengaruh cuaca sehingga jadi Leg atw mati total dalam waktu yg lama,3,2024-02-01 12:35:10,82.0.3
Nezuko Chan24,Woy sinyal gak becus ngeleg bener,1,2024-02-01 12:34:58,
Ummu Tsaqif,"Mohon di buatkan menu untuk membatasi penyedot pulsa atau registrasi otomatis sms langganan atau sejenisnya, jujur saja itu membuat rugi bagi pengguna setia Indosat. Mohon segera di realisasi. Dan mohon berikan cara agar bisa unreg semua langganan yang tidak di inginkan. Terimakasih.",2,2024-02-01 12:34:08,82.0.2
Nufus Amrullah,makin kesini mkin gajelas lgi nge game tbtb ada notif yg gak penting otomatis sinyal beralih sendiri ke g gajelas bikin org mkin gamood blokkkkkm,1,2024-02-01 12:29:45,82.0.2
Aldin febriana,Sekarang sering amat koneksi internet jadi lambat naik pula harga paketannya,1,2024-02-01 12:29:21,
Hendar Suhendar,sangat puas,5,2024-02-01 12:27:48,
Marena Nena,m3 sangat membantu lebih hemat,5,2024-02-01 12:27:45,82.0.5
Leni y,"bagus banget,make aplikasi jadi mempermudah kita untuk liat paket dan pulsa dan juga di my IM3 ini kita juga bisa beli paket ma pulsa,pokoknya the best",5,2024-02-01 12:23:56,81.16.0
Nyimas new,baik,4,2024-02-01 12:23:18,82.0.5
Yukito Yuki,Napa sih tiap habis hujan susah sinyal gw mau nugas aja susah,1,2024-02-01 12:22:11,
Deni Supriyadi,"indosat Ampas banget, Kuota Udh Ngisi bergiga giga Lemot banget, butuh berapa Giga lagi buat Bisa Internetan, Ampas banget. Nyesel pake Indosat",1,2024-02-01 12:20:14,81.15.0
Indra Jr,Sinyal im3 sekarang kurang memuaskan,3,2024-02-01 12:15:31,
Yasmin Rezky,sangat puas dengan adanya aplikasi ini,5,2024-02-01 12:13:27,82.0.5
Rafa Fairuz hibatullah,Jaringannya kadang jelek kadang bagus juga pas loading ke aplikasinya lama banget,4,2024-02-01 12:08:22,82.0.3
Masud Nurudin,terbaik,5,2024-02-01 12:06:51,82.0.5
Lapek Bacot,sangat bagus,5,2024-02-01 12:00:32,
Benny Guttom,Ok ada bonus dong,5,2024-02-01 11:56:00,82.0.5
ilham nurhikmah,Pkt malahh sinyall kek taiii dasarr kartuu eee klo bisa ya gw ksih bintang 0 skalian dah mlsin bngett sinyall nya suka gak ngotakk tiba tiba leg klo udh leg leg truss mlain,1,2024-02-01 11:50:57,82.0.2
pajar kipli,aplikasi tidak stabil parah,1,2024-02-01 11:50:42,81.16.0
Dhidin Afirin,good,1,2024-02-01 11:45:22,82.0.5
Roles Dodo,sangat puas,5,2024-02-01 11:42:38,82.0.5
PRATAMA AHMAD FAREL KUASA,"Harga makin mahal, kualitas sinyal makin buruk, apalah im3 nih",2,2024-02-01 11:39:44,82.0.3
Riki Woni,"pulsa saya hangus , tapi kuota nya belom masuk , ga beres nih my im3",1,2024-02-01 11:38:26,81.16.0
Pragos,bagus benget,5,2024-02-01 11:26:45,81.14.2
Anto farez,sangat puas,5,2024-02-01 11:25:20,
Gacor Aja,trimakasih,4,2024-02-01 11:21:12,
abdullah,"Indosat kenapa sekarang lemot sekali, padahal dulu gak kaya gini",2,2024-02-01 11:20:52,82.0.2
ozil gamteng,bagus,4,2024-02-01 11:19:18,82.0.5
Gerno Moger,baik,5,2024-02-01 11:15:49,
Davi Alfadhillah,"harga kuota semakin kesini mahal banget udah gitu pemakaian boros banget padahal ga buka apk dll yg menguras kuota banyak, sinyal juga buruk banget buat maen game!!!",1,2024-02-01 11:15:19,82.0.5
Jay Nudin,mentep,3,2024-02-01 11:11:23,82.0.5
Mama Ilyas,mudah tnpa ribet ....dan sgt membantu,5,2024-02-01 11:10:33,82.0.5
Diaz aprianzaputra,baguss,5,2024-02-01 11:08:00,82.0.5
MIFTAKUL KHOIRI,"Yg mau pindah kartu, jangan pake ni kartu, makin tahun makin buruk parah",1,2024-02-01 11:04:54,82.0.2
Kafkaah,"sangat membantu,dan lebih hemat",5,2024-02-01 11:03:34,
Indra Vhiboy,Maaf kalau mau kasih game dan hadinya paket data jngn bikin pelanggan kalian kecewa dan pindah di layan kartu lain saya cobah 30menit lebih GK dapet iseng aja mainnya Lain kali kalau mau kasih pelanggan harus dipermudakan biar pelanggan kalian puas dan seneng Bintang 1 pantes sih buat layan ini pelit sama pelanggan sendiri wkwkw,1,2024-02-01 11:00:50,
Muroddin Farizi,"Yang tadinya 48 ribu 18 GB sekarang hanya dapat 11 GB itupun sudah +ZONA, Sinyal masih sama aja mungkin akan pindah kartu karena harganya semakin hari makin naik",1,2024-02-01 11:00:09,81.9.0
Muhammad Rizki,Pelit banget kalo ngasih bonus,1,2024-02-01 10:59:00,82.0.4
zoomal braay,sangat membantu,5,2024-02-01 10:57:35,82.0.5
Alhafid Rofiq,Makasih,1,2024-02-01 10:55:01,v66.2
Peler Pecah,Jaringan ga jelas sering hilang,2,2024-02-01 10:50:02,
Velix,Kouta mahal jaringan busuk #indosatyatim,1,2024-02-01 10:42:14,
Imam Nurhadi,Makin update makin gk jelas masak udah login di suruh login lagi,1,2024-02-01 10:39:11,82.0.5
zehira Putri,"Paketan makin sini makin mahal, jaringannya busuk banget, kuota jadi kebuang gajelasss.",1,2024-02-01 10:37:20,81.12.1
NVH RVF,jaringan jelek banget,1,2024-02-01 10:35:52,82.0.3
Risal,bagus,5,2024-02-01 10:29:19,82.0.5
Tirta Trahnatabumi,Indosat suka ngelag gak masuk akal sekarang Indosat gak suka sekarang pake Indosat,1,2024-02-01 10:27:18,82.0.2
Dani Radani,bahagia,5,2024-02-01 10:27:09,82.0.5
roni Saputra21,mantap,5,2024-02-01 10:26:31,82.0.5
Lia Susanti,"Mau beli paket data hot promo saja, susahnya minta ampun, nunggu konfirmasi sampai stengah hari belum di acc, cuma diproses saja laporannya, sebenarnya niat jual paket data atau tidak min.",1,2024-02-01 10:23:43,82.0.5
Viki Viki,mantep,5,2024-02-01 10:23:03,
Riris Denis,Kuota mahal sinyal hilang terus mohon perbaiki layanan nya.. biar pelanggan tidak dirugikan,2,2024-02-01 10:21:50,82.0.5
Ahmad ALi Imron,Baru aja beli paket tapi sigyal susah bener ...gak nyaman Im3 sekarang sigyal lemah,1,2024-02-01 10:20:51,82.0.5
ASEP SANDI,👍👍👍👍👍👍,1,2024-02-01 10:19:39,
Adiansyah,trbaik,5,2024-02-01 10:11:41,81.16.0
Laila Tul,kerenn,3,2024-02-01 09:48:38,82.0.5
Ahmad Rozi,baik,5,2024-02-01 09:38:43,82.0.5
Mahsun Aja,bagus sekali,4,2024-02-01 09:33:49,82.0.5
Hedi Hedi,Sinyal 4G tapi lemot banget tolong IM3 perbaiki sinyal gak sesuai lagi dengan harga paket mahal banget lagi boros,2,2024-02-01 09:30:54,81.16.0
Oi Bae,Verifikasi OTP tidak dikirim...sudah di coba sampai limit juga ga bisa..akhirnya bintang 1 dan uninstal JELEK,1,2024-02-01 09:30:07,82.0.5
Sutianto 1010,turunin harga paket,5,2024-02-01 09:24:03,82.0.5
Ama Laiju Laiju,Jaringan ASU taek,1,2024-02-01 09:10:19,82.0.5
rizki fadli,"Harga makin mahal, kualitas jaringan makin buruk 👎👎👎👎",1,2024-02-01 09:03:52,82.0.2
Ujang Ujang,Scam,1,2024-02-01 09:02:41,81.10.1
Rizki KiloD,"2 hari lalu saya ambil pulsa darurat,pulsa nya tidak ada,tapi tagihan udah ada 21.000 System' nya gimana ya???",3,2024-02-01 08:55:29,82.0.5
Ariz,mantap,5,2024-02-01 08:45:38,82.0.5
Raka Fasha,jaringan tidak baik,1,2024-02-01 08:41:23,82.0.5
Yuni isnawati yuni,sangat baik,5,2024-02-01 08:35:39,82.0.2
Edina Pelbawati,mantab,5,2024-02-01 08:29:28,82.0.5
A.S BAGIR AL-GHIFARI,okk,5,2024-02-01 08:22:50,82.0.5
Gondrong Tiged,yeeess,2,2024-02-01 08:16:02,
Dahliah Marzuki,Saya mau daftar di apknya tapi kode otp nya tidak dikirim selama 5 hari saya coba terus tetap sama aja,1,2024-02-01 08:13:33,82.0.5
Fahri Maulana,Tolol beli kuota gk masuk2,1,2024-02-01 08:11:59,
Hendra 08,"Sinyal dikit2 ilang,, posisi lagi penting eh tiba2 ilang,, mohon evaluasi nya, provider besar tapi makin ngaco🧐🧐🧐",2,2024-02-01 08:10:43,
Baalwi Baalwi,kenapa tambah mahal ya ka Telkomsel anjirr harganya malaha lebih tinggi dari Telkomsel misalnya pulsa 58 ribu malah dapat kuota 12 gb ajir masuk akal ka dan juga jangan banya alasan saja itu kau bilang Peyusaiya harga tapi gotak la,1,2024-02-01 08:01:31,82.0.5
Rahmat Toyib,myIM3 Bagus jaringannya,5,2024-02-01 07:57:04,82.0.5
Sell Sella,"Layanan jaringan taik, baru saja jaringannya stabil sudah jelek lagi, di jam berapa pun ini jaringan sudah seperti taik, ini layanan myIM3 ulasannya sudah ribuan yang mangatakan bahwa jaringan myIM3 sangat-sangat buruk tapi saya masih heran kemana rasa ingin meningkatkan, merubah ataupun menstabilkan jaringan, yang ada hanya jaringannya semakin hari semakin menjadi-jadi taik, Sudah 2024 ini layanan myIM3 masih sama seperti 2022 jaringan-nya sangatlah buruk.",1,2024-02-01 07:56:05,
Dewi Tuban,mantab,5,2024-02-01 07:50:37,82.0.5
yogi andi,"we kntl knp ngelag banget sih buat main game anj,layanan kontl kontl semoga cepat bangkrut aja lu",1,2024-02-01 07:47:56,82.0.2
Dani Biw,parah ini indosat knpa ahir ahir ini jaringan nya rusak amat mengagu pekerjaan,1,2024-02-01 07:46:12,81.16.0
Mhmmad Wahyu,bagus,5,2024-02-01 07:44:41,82.0.5
Bima Nugraha,kerennn,5,2024-02-01 07:43:17,82.0.5
Fernanda putra,tambah mahal doang sinyal jelek terus apalah,1,2024-02-01 07:43:11,82.0.5
Dewi Chaby,Puas,5,2024-02-01 07:39:04,81.16.0
Kati Roll,Sinyal sering putus putus g pernah stabil,1,2024-02-01 07:34:03,
Kenzo Juliopratama,Tolonglah saya beli paket mahal mahal tapi jaringan sering banget hilang sendiri kadang mau buat tugas sekolah aj terhambat gimana sih capek lama lama gini jaringan hilang setiap 2 jam sekali maunya ap kalau GK ad perbaikan mending pindah provider,1,2024-02-01 07:32:49,81.16.0
Mulyati Mulyati,sangat bagus,3,2024-02-01 07:28:56,82.0.5
Arby Ynto,"Kenapa sih tiap Minggu harga kuotanya berubah rubah,tolong dong im3 yang konsisten kalau memberikan harga,selqmq make Indosat bagus sih cuman itu kendalanya.",1,2024-02-01 07:28:44,82.0.5
Ari Baron,banyak promo,5,2024-02-01 07:28:09,82.0.5
Raihan ahmad Fauzi,Sangat merugikan Kenapa pulsa nya kesedot sendiri 🥵,1,2024-02-01 07:26:45,
mfadil assidik,mantap,5,2024-02-01 07:25:14,82.0.5
Dhava Dana,Jaringan tiap hari ngelag sok sok ngasih penawaran,1,2024-02-01 07:18:11,82.0.5
Fandu Geboyy,IM3 kartu miskin sinyal seringg ngelek Kouta kagak sesuai sama jaringan nya mau binggung tapi ini indonesia,1,2024-02-01 07:17:03,82.0.5
Sahrudin Udin,bagus,5,2024-02-01 07:16:13,82.0.5
Nazwa Fauzia,"Baru isi pulsa 10.000 tiba-tiba jadi 8000'an. Padahal ga nyalain data dan ga ada notifikasi yg masuk. Dan juga kadang udh beli paket tapi ga masuk paket data nya, dan juga pulsa nya udh ke transaksi. Rugi bgt ajg udh sering kek gini. INDOSAT BIKIN KECEWA BERAT👎👎👎 mana sekarang pada mahal 👎👎👎👎",1,2024-02-01 07:15:36,82.0.5
Chandra Faishal,baik,5,2024-02-01 07:13:46,
t y,Daftar paket edukasi gak ketemu,2,2024-02-01 07:11:37,82.0.2
RONNY AHMAD007,the best Performance,5,2024-02-01 07:09:11,
Muhammad Zainuri,okok,5,2024-02-01 07:03:47,82.0.5
asifa,kenapa gak bisa cek kuota di sini?,2,2024-02-01 07:01:15,82.0.5
Luqman _fdy,Gg jaringan ilang mulu,2,2024-02-01 06:58:52,82.0.5
M .F,good,5,2024-02-01 06:57:48,82.0.3
Hafizah Af,"Padahal udah login di aplikasi,tapi tiba2 keluar sendiri,dan mau masuk lagi gak bisa😪😪",1,2024-02-01 06:55:09,82.0.2
herlin widyastuti,bagus,5,2024-02-01 06:51:35,82.0.2
Bu Sulastri,aplikasi nya bagus,5,2024-02-01 06:49:47,82.0.5
Sunenti Sunenti,bgus lahhh,5,2024-02-01 06:48:54,82.0.5
Melantik Dolok Saribu,lumayan,3,2024-02-01 06:45:05,81.16.0
Ridwan Harist,sangat membantu,5,2024-02-01 06:43:06,82.0.5
Mely Karmila,blom tau,3,2024-02-01 06:41:35,82.0.5
Haidar Yahya,paket data im3 sekarang mahal-mahal,1,2024-02-01 06:40:27,80.8.1
Darmini Darmini,"paket kuota hilang 2x tanpa jejak penggunaan,, lapor diaplikasi juga g ada hasil yang memuaskan jawabannya,harusnya di riwayat penggunaan kan ada dipakai ditangaal sekian dan data yang digunakan,, nah ini g ada sama sekali",1,2024-02-01 06:40:21,82.0.5
didim ardian,"m3 ni lama"" kaya babiii sinyall susahh muluu paketan makin lama makin mahall gajelass!!!!",1,2024-02-01 06:34:02,
Arrka lee Hunt,Mkin prah ksni nya...jringan ilang2an,1,2024-02-01 06:32:56,
Baginda Raja Naufal Ardis Pane,Woi udh beli paket kualitas jaringan buruk salah satu kartu terburuk!!!!!,1,2024-02-01 06:30:13,82.0.5
Gajah Putih,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5,2024-02-01 06:23:21,81.16.0
haya busa,terbaik lah boboy,4,2024-02-01 06:18:07,82.0.2
rakyat jelata chanel,"udh jaringannya lelet,harga naik trs,dan aplikasi my im3nya gk bisa dibuka,pdhl sdh di updeat..",4,2024-02-01 06:15:03,82.0.5
tiktik,memudahkan beli pulsa,5,2024-02-01 06:11:10,
Eva Mutia,bagus,5,2024-02-01 06:10:59,82.0.5
Chugi Alvin,mantap,5,2024-02-01 06:05:42,82.0.5
Sadil Asep,sangat puass,5,2024-02-01 06:05:30,82.0.5
Gegez Official,bgus promonya,5,2024-02-01 06:03:21,81.16.0
Joe teknik 009,"im3 kartu kebanggaan saya,sangat merakyat",5,2024-02-01 06:02:49,82.0.5
Angga Yudha,Admin tolong tambakan fitur kunci pulsa supaya saat paket internet habis biar tidak terpotong masak operator lain bisa,2,2024-02-01 06:01:37,82.0.5
Razka Al fatih,bain kuota geratis,5,2024-02-01 05:59:15,82.0.5
Yosep Yoris,ok,5,2024-02-01 05:54:12,82.0.5
Angga eko wawansari,ok,5,2024-02-01 05:53:37,82.0.5
Adelia Khumaira,4aja krn baru,4,2024-02-01 05:51:46,82.0.5
Juwita Sari,"Saya isi pulsa utk paket 20rb 10gb, pas mau daftar langsung berubah semua harganya. Naik semua. Bagaimana mau stay di Indosat kalau gini terus? Saya buang saja sekalian ini kartu kalau tdk ada perubahan!",1,2024-02-01 05:44:53,82.0.5
Nenderite,"Bintang 1 dulu, paling gak suka sama sistem pemotongan pulsanya yang tiba-tiba, seperti pd saat saya mengisi Pulsa dengan Jumlah Rp. 20.000 beberapa hari yang lalu untuk membeli salah satu paket data freedom internet. Tapi ternyata pulsa saya terpotong Rp. 3.100, padahal saya sama sekali tdk menyalakan data seluler di perangkat saya pd saat mengisi dan ingin membeli paket data itu dengan WIFI. Jadi gak suka sama sistemnya itu, merugikan banget buat saya selaku pengguna dari tahun 2014.",1,2024-02-01 05:42:16,82.0.2
Ahmad Hariyanto,makin untung dengan im3,5,2024-02-01 05:31:43,82.0.5
Rizky Andika,bagus,5,2024-02-01 05:31:40,82.0.5
Niken Pertiwi,mending pindh kartu saja indosat tidak jelas masa saya ambil pulsa sos langsung hilang pulsa nya yang ada sudah ke hitung hutang nya aneh banget,1,2024-02-01 05:30:00,
Fu'ad Abdurrokhman Putra,"Harga naik, sinyal sangat buruk",1,2024-02-01 05:27:27,82.0.5
Niki Sandihrd,bagus,5,2024-02-01 05:25:01,82.0.5
Suharya,sangat memuaskan,4,2024-02-01 05:16:51,81.16.0
Bang Leo,"Sekarang Indosat paket mahal, mending beralih ke XL. Bay..bay..indosat",1,2024-02-01 05:15:55,82.0.2
Santri kamaL,Sinyal susah buruk pdhl dulu lancar skrng dah lemot aja nih bikin kesel ayo para anggota Indosat kita ganti kartu aja,1,2024-02-01 05:12:28,82.0.5
Mamun Munawar,Alus,5,2024-02-01 05:08:28,
Hj. Nina,bagus,5,2024-02-01 05:05:59,82.0.5
Bayu Sentana,"Semakin berlangganan, kuotanya semakin mahal.. Kartu yang baru beli dan jarang diisi malah murah..",1,2024-02-01 04:56:35,82.0.5
Kangko DKV 2,bagus,5,2024-02-01 04:55:18,
Juli Juli,Saya sangat kecewa dengan myIM3 Saya mengisikan nomor saya pulsa awalnya masuk tapi tidak kemudian pulsa saya tiba-tiba hilang padahal saya belum menggunakan nyaa,1,2024-02-01 04:50:00,
Sutan S. (Sutan),Pelit. Paket mahal-mahal,2,2024-02-01 04:49:07,82.0.2
Muslimin khnza,good,5,2024-02-01 04:48:04,81.16.0
Imran Lalisu,sangat bagus,5,2024-02-01 04:46:55,82.0.5
Tono Banyuke,Sangat membantu,5,2024-02-01 04:42:55,81.13.0
Lenny sari Sari,mantap dan top markotop,5,2024-02-01 04:39:42,82.0.5
Mas Londo,mantab,5,2024-02-01 04:36:33,82.0.5
Putra Lopet,bgus,5,2024-02-01 04:34:00,82.0.5
Di em,M3 sinyal e bosok Regane larang pisan saiki,1,2024-02-01 04:19:15,82.0.2
Ryan Tajuddin,sangat menolong,5,2024-02-01 04:19:04,81.16.0
Es Tebu,Gk bisa beli hot promo,2,2024-02-01 04:15:51,82.0.5
Susanto Santo,Mantap,5,2024-02-01 04:14:40,82.0.2
Bagus Kurniawan,Pembelian paket data/pulsa tidak dapat dilakukan pembayaran dengan metode pembayaran Ewallet. Selalu terjadi kegagalan. Tolong segera DIPERBAIKI !,1,2024-02-01 04:13:48,
Fir Ya,☺️☺️☺️,5,2024-02-01 04:09:53,
Acep Sunandar,Makin jelek,1,2024-02-01 03:58:34,82.0.5
agatha handoyo86,"Lemot,paketan mahal....",1,2024-02-01 03:56:17,82.0.5
Havid Robbyanto,that's good,5,2024-02-01 03:55:13,82.0.4
ratna purnama,Susah dbuka aplikasi my emi ny,4,2024-02-01 03:54:42,82.0.5
Hairul Hairul,mantapp,5,2024-02-01 03:54:17,82.0.5
Nurul Aini,"promo 1 GB gratis harus bersyarat, jebakan kalimat download aplikasi",1,2024-02-01 03:51:09,82.0.5
Annisa ighza Syaari,"Harga paketan nya makin mahal. Itupun gk sesuai ekspektasi banget jaringan nya. Suka ngilang tiba2, pdhal pas di cek diagnosis jaringan fine2 aj. Sekedar liat status wa aja gk bisa. Tiba2 pulsa kepotong lah. Pdhal ada paket nelpon ke sesama. Tpi tetep kepotong pulsanya. Malah durasi paket nya gk berkurang. Aneh2 aja. Kuota berkurang ia, tpi nggak jalan2 tuh internet nya. Buka google susah. Nunggu 10 menit baru jalan tuh internet. Pas internet lancar yg kepotong malah pulsa bukan kuota. 🤬🤬🤬",1,2024-02-01 03:47:13,82.0.5
